Captain Planet and the Planeteers (USA).md	524288	BF2CBD3A	0EDCEF2BC04F338A5C7362F3007BE037
Castle of Illusion - Fushigi no Oshiro Daibouken (Japan).md	524288	CE8333C6	4995ED01F27B27B650A69390CEE33A1B
Castle of Illusion Starring Mickey Mouse (USA, Europe).md	524288	BA4E9FD0	24863151ABD5BAF28C9386D49FFE3C09
Castlevania - Bloodlines (USA).md	1048576	FB1EA6DF	0F04FC1B5BF8C9A887ABCF14CE96B0CD
Castlevania - The New Generation (Europe) (Beta).md	1048576	84CD103A	B7AB3EF9D51D2ED9228DEAAD0203ADCE
Castlevania - The New Generation (Europe).md	1048576	4DD4E4A5	10D2E8576380E5C22D8771F470747C98
Centurion - Defender of Rome (USA, Europe).md	786432	21283B14	5A8EF8E6F3DBD98E88DAF8F63A935928
Chakan (USA, Europe).md	1048576	046A48DE	8844A97B65994DE94CF398CF4A3217C3
Chameleon Kid (Japan).md	1048576	50217C80	2C1BEE0580A7A875CB7FD4EE497B5BFE
Champions World Class Soccer (World) (En,Fr,De,Es).md	1048576	883E33DB	C54221BEDE5AEF9E1CBBA5B851E0EBDF
Championship Bowling (USA).md	524288	1BF92520	5923B70DC6740D046EE97CD9E140ADF0
Championship Pool (USA).md	1048576	253512CF	D1B3C5D7F2C35ED7FB522453C6DD5BB0
Championship Pro-Am (USA).md	262144	B496DE28	3565DAEA22CC305DAC5950D2C707971E
Chao Ji Da Fu Weng (China) (Unl).md	1048576	2E2EA687	D2ADDC694146548FCBFE22674D25962C
Chaos Engine 2, The (Europe) (Proto).md	1048576	3FB045C2	A018893D4C91EE0C10338FF9870CF805
Chaos Engine, The (Europe).md	1572864	BD9EECF4	4227F1E8568DBB8582F91D90517FDA8D
Chase H.Q. II (USA).md	524288	F39E4BF2	93CACC2D10B6176AFA16E4D08AB6EE1C
Chavez II (USA) (Es).md	1048576	5BC0DBB8	BC1B34B3915683D4E28AFCCDA241EE5A
Cheese Cat-Astrophe Starring Speedy Gonzales (Europe).md	2097152	FF634B28	A0A6CD7F82D2215EE51BAEC4BDA150C6
Chelnov (Japan).md	1048576	B2FE74D8	D769A45255A31638E336F77F33ABA822
Chester Cheetah - Too Cool to Fool (USA).md	1048576	250E3EC3	3EDE93EAA945E70840631A2AD1F71BF6
Chester Cheetah - Wild Wild Quest (USA).md	1048576	B97B735D	E4A419078B558EFEDB838DC581365BF1
Chi Chi's Pro Challenge Golf (USA).md	1048576	9C3973A4	E1C1BE957C542F2E04153B305E7515C5
Chibi Maruko-chan - Wakuwaku Shopping (Japan).md	524288	91A144B8	CC87EB04B44B13C5F37899835BA2EEBB
Chiki Chiki Boys (Japan, Korea).md	1048576	06918C17	E91CC2771C7801E8669117A0C2E06E40
Chiki Chiki Boys (USA, Europe).md	1048576	813A7D62	B89406FF3537D74F77A4F7E5E71B25B7
Chou Kyuukai Miracle Nine (Japan).md	2097152	6D8C2206	B725F5BEF5B1F774CAE00A03893186B0
Chou Touryuu Retsuden Dino Land (Japan).md	524288	81F939DE	3EC32AA6A689F562E0DAD40A10F2F844
Chuck Rock (Europe).md	1048576	7CD40BEA	252F8DA6FDE4D425836A66C0FDC73BF2
Chuck Rock (USA).md	1048576	F8AC454A	EFD1546C7F4C8C76F36D6B3EEB9F5331
Chuck Rock II (Japan).md	1048576	BFD24BE8	079305B34FB76A2198D5841B7148AB39
Chuck Rock II - Son of Chuck (Europe).md	1048576	1ADE9488	734CB71E8C88EF9C0560A233D2CBD19A
Chuck Rock II - Son of Chuck (USA) (Beta).md	1048576	D6A3B324	C4EDD52DA8F5BBDE829008BFB6F9E272
Chuck Rock II - Son of Chuck (USA).md	1048576	408B1CDB	A9E607AED6B743EE42F9F9D25A49C881
Classic Collection (Europe).md	2097152	73F948B1	7A8327DF65336F3AE7C96C1B8D03C1BD
Clay Fighter (Europe).md	2097152	1AAF7707	98191AADAB9BF8D02E8A6E3BE1F73A36
Clay Fighter (USA).md	2097152	B12C1BC1	C7A12F405A2120594254FCE61EA0C516
Cliffhanger (Europe).md	1048576	35BFF1FD	869DD1FD5B1810DDFAEF4123BFB2F3DB
Cliffhanger (USA).md	1048576	9CBF44D3	7DEB4B6859C115E0C9AD816476237465
Clue (USA).md	524288	7753A296	B570C484099EE0CB5ADE264A4EA45DB5
Coach K College Basketball (USA).md	2097152	67C309C6	AC51F4585A42CBA91D04F667DD1FD60A
College Football USA 96 (USA).md	2097152	B9075385	F54889E7CE17227D398669F9F4E7881D
College Football USA 97 (USA).md	2097152	2EBB90A3	DCB35BB9064171F07BB8B49D43C24D5B
College Football's National Championship (USA).md	2097152	172C5DBB	76AAB0E8BC8E670A347676AAF0A0AEA3
College Football's National Championship II (USA).md	2097152	65B64413	D608A160EDA8597113B3CDF92941A048
College Slam (USA).md	4194304	96A42431	5481F0CBAB22CA071DAD31DD3CA4F884
Columns (World) (v1.1).md	131072	D783C244	B92D1477992CA143E02BF90AB2E2A118
